recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
Persimmon Pie,15 mins,40 mins,2 hrs 25 mins,8,1 to 9 - inch pie,"1 recipe pastry for a 9 inch single crust pie, 2 eggs, ½ teaspoon ground cinnamon, ½ cup white sugar, ¼ teaspoon salt, 2 cups half-and-half cream, 1 cup persimmon pulp, 2 tablespoons butter, melted, 1 teaspoon lemon juice","Preheat oven to 450 degrees F (230 degrees C). Place a sheet pan on the lowest oven rack to preheat.
Combine eggs, cinnamon, sugar, and salt. Whisk in cream, persimmon pulp, melted butter, and lemon juice. Pour into unbaked pie shell.
Bake for 10 minutes on preheated sheet pan. Reduce heat to 350 degrees F (175 degrees C), and bake an additional 30 minutes, or until center is almost set but still slightly jiggly. Cool completely before slicing. Serve with whipped cream, if desired.",3.6,https://www.allrecipes.com/recipe/12536/persimmon-pie/,/Desserts/Pies/Custard and Cream Pies/,"Total Fat 19g 24%, Saturated Fat 8g 42%, Cholesterol 77mg 26%, Sodium 253mg 11%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 5%, Total Sugars 13g, Protein 5g, Vitamin C 20mg 101%, Calcium 83mg 6%, Iron 2mg 9%, Potassium 203mg 4%","Prep Time: 15 mins, Cook Time: 40 mins, Additional Time: 1 hrs 30 mins, Total Time: 2 hrs 25 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/17jsonLZq2ZkpWK7xkjjN4hKNzE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4584954-eb4ac30f5cfc413080f745386e7a6109.jpg
Deep Dish Persimmon Pie,20 mins,45 mins,2 hrs 5 mins,8,1 8-inch deep dish pie,"¼ cup light brown sugar, packed, 1 tablespoon ground cinnamon, 1 tablespoon cornstarch, ⅛ teaspoon sea salt, 6 cups Fuyu persimmons, peeled and thinly sliced, 10 graham crackers, crushed, ¼ cup butter, melted","Preheat an oven to 375 degrees F (190 degrees C).
Combine brown sugar, cinnamon, cornstarch, and sea salt in a small bowl. Spread half of the persimmons into an 8-inch deep pie plate. Sprinkle with half of the the sugar mixture. Repeat with the remaining persimmons and sugar mixture. Set aside. Mix graham cracker crumbs and melted butter until evenly combined. Spread crust evenly over persimmons.
Bake until crust is golden brown and persimmons are tender, about 45 minutes. Serve warm.",3.8,https://www.allrecipes.com/recipe/212695/deep-dish-persimmon-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 7g 9%, Saturated Fat 4g 19%, Cholesterol 15mg 5%, Sodium 125mg 5%, Total Carbohydrate 74g 27%, Dietary Fiber 3g 12%, Total Sugars 9g, Protein 2g, Vitamin C 116mg 582%, Calcium 66mg 5%, Iron 5mg 29%, Potassium 573mg 12%","Prep Time: 20 mins, Cook Time: 45 mins, Additional Time: 1 hrs, Total Time: 2 hrs 5 mins, Servings: 8, Yield: 1 8-inch deep dish pie",https://www.allrecipes.com/thmb/DqplQf6pu0SV-xwCX7lx8H1szgc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4581168-2768c3ac69434e0ea8602b01e57227c7.jpg
Persimmon Pudding Pie,15 mins,1 hrs,1 hrs 15 mins,8,8 servings,"2 tablespoons butter, melted, 2 cups persimmon pulp, 2 cups white sugar, 3 eggs, lightly beaten, 1 ¼ cups buttermilk, 1 teaspoon baking soda, 2 cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon ground cinnamon, ½ teaspoon salt, ½ teaspoon vanilla extract","Preheat oven to 325 degrees F (165 degrees C). Spread melted butter evenly over the bottom of a baking dish.
Beat persimmon pulp and sugar together in a bowl; beat in eggs. Beat in buttermilk and baking soda.
Sift flour, baking powder, cinnamon, and salt together in a bowl. Gradually add flour mixture to persimmon mixture, stirring until well incorporated; stir in vanilla extract. Pour persimmon batter into prepared baking dish.
Bake in the preheated oven until lightly golden and cooked through, about 1 hour.",4.8,https://www.allrecipes.com/recipe/235254/persimmon-pudding-pie/,/Desserts/Pies/No-Bake Pie Recipes/Pudding Pie Recipes/,"Total Fat 6g 7%, Saturated Fat 3g 14%, Cholesterol 79mg 26%, Sodium 452mg 20%, Total Carbohydrate 96g 35%, Dietary Fiber 2g 6%, Total Sugars 52g, Protein 7g, Vitamin C 39mg 196%, Calcium 112mg 9%, Iron 3mg 19%, Potassium 302mg 6%","Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/EXdP8t-MBW3MYLJO-aDTCzdDLcA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7210489-8c4da743f2f448d6956abbbac14dd1ed.jpg
Paleo Persimmon Pie,30 mins,,30 mins,8,8 slices,"½ teaspoon olive oil, 3 cups pecans, 20 pitted dates, ¼ cup agave nectar, 6 ripe persimmons, 2 tablespoons chopped pecans, 1 teaspoon ground cinnamon, for garnish","Lightly grease an 8-inch pie pan with olive oil.
Blend 3 cups pecans and dates in a food processor until finely ground, about 1 minute. Pour agave nectar over nut mixture and process until fully incorporated, about 30 seconds. Press nut mixture evenly into prepared pie pan.
Peel and pit persimmons, then puree in food processor until smooth. Pour over crust and smooth out. Garnish with chopped pecans and cinnamon.",5.0,https://www.allrecipes.com/recipe/228719/paleo-persimmon-pie/,/Desserts/Pies/No-Bake Pie Recipes/,"Total Fat 31g 40%, Saturated Fat 3g 14%, Sodium 1mg 0%, Total Carbohydrate 36g 13%, Dietary Fiber 7g 24%, Total Sugars 22g, Protein 5g, Vitamin C 13mg 65%, Calcium 46mg 4%, Iron 2mg 10%, Potassium 371mg 8%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 8, Yield: 8 slices",https://www.allrecipes.com/thmb/pjIE-wIHBsekrfdpIJdeniUVLis=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1569009-268177fbb6c3446bb32fbf9c3f1bfd76.jpg
Banana Cream Pie,15 mins,25 mins,1 hrs 40 mins,8,1 9-inch pie,"¾ cup white sugar, ⅓ cup all-purpose flour, ¼ teaspoon salt, 2 cups milk, 3 egg yolks, beaten, 2 tablespoons butter, 1 ¼ teaspoons vanilla extract, 1 (9 inch) baked pastry shell, cooled, 4 bananas, sliced","Preheat the oven to 350 degrees F (175 degrees C).
Combine sugar, flour, and salt in a saucepan. Gradually stir in milk. Cook, stirring constantly, over medium heat until mixture boils and thickens. Continue to cook and stir for 2 more minutes, then remove from the heat.
Place egg yolks in a medium bowl; whisk in a small amount of the hot milk mixture until smooth, then gradually whisk egg yolk mixture into the saucepan. Cook over medium-low heat, stirring constantly, for 2 more minutes. Remove from heat and stir in butter and vanilla.
Fill pastry shell with sliced bananas; pour pudding mixture on top to cover.
Bake in the preheated oven until filling sets, 12 to 15 minutes. Chill pie for 1 hour before serving.











ReneePaj
",4.4,https://www.allrecipes.com/recipe/12151/banana-cream-pie-i/,/Desserts/Pies/Custard and Cream Pies/Banana Pie Recipes/,"Total Fat 11g 14%, Saturated Fat 5g 25%, Cholesterol 89mg 30%, Sodium 224mg 10%, Total Carbohydrate 47g 17%, Dietary Fiber 2g 6%, Total Sugars 30g, Protein 5g, Vitamin C 5mg 27%, Calcium 88mg 7%, Iron 1mg 5%, Potassium 335mg 7%","Prep Time: 15 mins, Cook Time: 25 mins, Additional Time: 1 hrs, Total Time: 1 hrs 40 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/NwBpkbb07s3Gg1Vwkd32rIXObVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3355919-banana-cream-pie-ReneePaj-1x1-1-7d2a3fe5bdde4e82a9eb21c2f2560a2e.jpg
Fresh Fruit Tart with Mascarpone,30 mins,15 mins,45 mins,16,2 9-inch tarts,"2 cups all-purpose flour, 1 cup butter, softened, ½ cup white sugar","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease 2 tart pans.
Blend flour, butter, and sugar together in a bowl using an electric mixer until combined. Divide mixture evenly and press into the bottoms of the prepared tart pans.
Bake in the preheated oven until golden brown, 12 to 15 minutes. Let cool completely.
While crusts are cooling, beat cream cheese, mascarpone cheese, sugar, vanilla extract, nutmeg, and cinnamon together in a bowl using an electric mixer until light and fluffy. Spread mixture over cooled crusts. Arrange strawberries, blackberries, and kiwis on tart in desired design.
Mix sugar and cornstarch together in a small saucepan. Pour in water and lemon juice. Cook over medium heat until clear and thick, about 2 minutes. Let glaze cool completely.
Glaze the entire top of each tart gently using a pastry brush.",5.0,https://www.allrecipes.com/recipe/273048/fresh-fruit-tart-with-mascarpone/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 23g 30%, Saturated Fat 14g 70%, Cholesterol 63mg 21%, Sodium 132mg 6%, Total Carbohydrate 43g 16%, Dietary Fiber 2g 8%, Total Sugars 28g, Protein 4g, Vitamin C 28mg 141%, Calcium 51mg 4%, Iron 1mg 6%, Potassium 141mg 3%","Prep Time: 30 mins, Cook Time: 15 mins, Total Time: 45 mins, Servings: 16, Yield: 2 9-inch tarts",https://www.allrecipes.com/thmb/UZyuCXyWRAGl8lXW-pJjjsnc2II=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4520854-1c7bb16a86124f80bc7a17c9f16535e0.jpg
Strawberry Kiwi Tartlets,25 mins,30 mins,55 mins,12,12 servings,"1 egg, 2 teaspoons water, 12 frozen puff pastry shells, thawed, ⅓ cup strawberry preserves, 2 pints fresh strawberries, sliced, 4 kiwis, peeled and seeded, 2 tablespoons honey, ½ cup heavy cream, 2 teaspoons confectioners' sugar","Beat together the egg and water in a bowl. Brush the puff pastry shells with the egg mixture, and bake shells according to package directions.
Melt the preserves in a saucepan over low heat. Remove from heat, and stir in the strawberry slices.
In a food processor, blend the kiwis and honey until smooth. In a large bowl, beat together the cream and sugar until stiff peaks form.
Fill each puff pastry shell with strawberries, drizzle with kiwi sauce, and top with whipped cream to serve.",4.4,https://www.allrecipes.com/recipe/79883/strawberry-kiwi-tartlets/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 17g 22%, Saturated Fat 6g 30%, Cholesterol 29mg 10%, Sodium 241mg 10%, Total Carbohydrate 34g 12%, Dietary Fiber 3g 10%, Total Sugars 16g, Protein 5g, Vitamin C 59mg 293%, Calcium 27mg 2%, Iron 2mg 11%, Potassium 185mg 4%","Prep Time: 25 mins, Cook Time: 30 mins, Total Time: 55 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/7cAvZA55qX7u5tIbZZT6Ku_YXM4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/36214-659fd95593dc47dbafa2cdb4d97e0c3c.jpg
Maui Girl's Mango Pie,25 mins,45 mins,1 hrs 10 mins,8,8 servings," pastry for a double-crust 9-inch pie, 4 cups peeled and sliced mango, ½ cup white sugar, 3 tablespoons cornstarch, 2 teaspoons lemon juice, 1 teaspoon ground cinnamon, 1 tablespoon butter, cut into small chunks","Preheat oven to 400 degrees F (200 degrees C). Line a 9-inch pie pan with half of the pie pastry. Set aside.
Combine mango, sugar, cornstarch, lemon juice, and cinnamon in a bowl; stir until the sugar has dissolved. Transfer mango mixture into the prepared pie pan. Dot the mixture with the butter, then cover with the top crust. Pinch the edges of the top and bottom crusts together to seal. Cut several vents on the top crust.
Bake in the preheated oven until the crust is golden brown and the juices are bubbling, about 45 minutes.",4.7,https://www.allrecipes.com/recipe/219459/maui-girls-mango-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 17g 21%, Saturated Fat 5g 24%, Cholesterol 4mg 1%, Sodium 246mg 11%, Total Carbohydrate 50g 18%, Dietary Fiber 3g 12%, Total Sugars 25g, Protein 3g, Vitamin C 24mg 118%, Calcium 16mg 1%, Iron 1mg 8%, Potassium 161mg 3%","Prep Time: 25 mins, Cook Time: 45 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/8ZxQ2OobKeASDSzkFsbO-c-ah9U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1006962-maui-girls-mango-pie-Diana-Fitts-4x3-1-ab6410c2541a4327809eb9df3d52d628.jpg
Pineapple Pie,,,,8,1 pie,"1 recipe pastry for a 9 inch double crust pie, ¾ cup white sugar, 3 tablespoons cornstarch, 1 (20 ounce) can crushed pineapple with juice, 1 tablespoon lemon juice, 2 tablespoons milk, 1 tablespoon white sugar","Preheat oven to 425 degrees F (220 degrees C).
In a medium saucepan combine sugar, cornstarch, pineapple with juice, and lemon juice. Cook over medium heat, stirring constantly until thickened, then allow to boil 1 minute.
Cool slightly and pour mixture into pastry-lined pie pan. Cover with top crust and seal. Make a few steam vents in crust, then brush with milk and sprinkle with sugar. Place in preheated oven and bake for 35 minutes. Serve chilled or at room temperature.",4.7,https://www.allrecipes.com/recipe/15903/pineapple-pie-iii/,/Desserts/Pies/Custard and Cream Pies/Pineapple Pie/,"Total Fat 15g 19%, Saturated Fat 4g 19%, Cholesterol 0mg 0%, Sodium 236mg 10%, Total Carbohydrate 55g 20%, Dietary Fiber 2g 8%, Total Sugars 31g, Protein 3g, Vitamin C 8mg 38%, Calcium 19mg 1%, Iron 2mg 8%, Potassium 123mg 3%","Servings: 8, Yield: 1 pie",https://www.allrecipes.com/thmb/jdyF3fzjHoWy4oDHGMbabbdepMQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/821779-64ddd439326b4acca8c46cedbe774ee6.jpg
Apricot Pie,25 mins,35 mins,2 hrs,8,1 9-inch pie,"2 ½ cups all-purpose flour, 1 teaspoon salt, 1 cup butter-flavored shortening, 6 tablespoons water, or as needed, 1 cup white sugar, ¼ cup all-purpose flour, ¼ teaspoon ground cinnamon, 1 teaspoon lemon juice, 5 cups fresh apricots, pitted and quartered , 1 teaspoon sugar for sprinkling, or as desired","Preheat oven to 425 degrees F (220 degrees C).
Mix 2 1/2 cups of flour and the salt in a bowl; cut the shortening into the flour mixture with a pastry cutter until the mixture is crumbly. Using a fork, mix in water, 1 tablespoon at a time, until the dough just holds together. Divide the dough in half and form each half into a ball. Working on a floured work surface, roll each ball out into a crust big enough for a 9-inch pie dish with an inch or so to spare. Carefully lift a crust, fold into quarters, position into pie dish, and unfold the crust. Set the other crust aside.
Mix the sugar, 1/4 cup flour, and cinnamon together in a large bowl until thoroughly combined; stir in the lemon juice and apricots. Spoon the apricot filling over the pie crust in the dish, and top with the reserved crust. Crimp the edges of the crusts together with a fork, cut away the excess crust, and cut slits into the pie to allow steam to escape. Cover the edges of the pie crust with strips of aluminum foil to prevent burning.
Bake on center rack of the preheated oven until the pie is browned and the filling is bubbling and thickened, 35 to 45 minutes. Remove to a rack to cool and sprinkle top with 1 teaspoon of sugar.",4.6,https://www.allrecipes.com/recipe/214747/apricot-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 28g 35%, Saturated Fat 7g 34%, Sodium 293mg 13%, Total Carbohydrate 70g 25%, Dietary Fiber 3g 11%, Total Sugars 35g, Protein 6g, Vitamin C 11mg 53%, Calcium 21mg 2%, Iron 2mg 13%, Potassium 315mg 7%","Prep Time: 25 mins, Cook Time: 35 mins, Additional Time: 1 hrs, Total Time: 2 hrs, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/t4qDFbRKAI0V8ixOCWOtr7L9ARg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2352346-3a6a16871e2940e1916422256dbbb31d.jpg
Dried Apricot Pie,30 mins,1 hrs,1 hrs 30 mins,8,1 pie,"18 ounces dried apricots, 1 ¾ cups water, 1 tablespoon cornstarch, 1 tablespoon orange liqueur , 1 ¾ cups white sugar, 1 recipe pastry for a 9 inch double crust pie","Preheat oven to 400 degrees F (205 degrees C).
Slice the dried apricots in half. Rinse them with water. Place them in a sauce pan with the water, bring to a boil and cook for 5 minutes.
Combine the cornstarch with the orange liqueur and about 1 tablespoon of the apricots' cooking liquid. Mix until smooth then stir into the cooked apricots. Add the white sugar and combine. Pour mixture into the unbaked pie shell and seal with the top crust. Brush milk over top crust for color, if desired.
Bake at 400 degrees F (205 degrees C) for 1 hour.",3.5,https://www.allrecipes.com/recipe/12524/dried-apricot-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 15g 20%, Saturated Fat 4g 19%, Sodium 240mg 10%, Total Carbohydrate 105g 38%, Dietary Fiber 6g 23%, Total Sugars 78g, Protein 5g, Vitamin C 1mg 3%, Calcium 40mg 3%, Iron 3mg 16%, Potassium 762mg 16%","Prep Time: 30 mins, Cook Time: 1 hrs, Total Time: 1 hrs 30 mins, Servings: 8, Yield: 1 pie",https://www.allrecipes.com/thmb/R84NQDtwLwM_A25kI8PUp9srYA0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/19404-366840b99221462e9f343a85a54e0b56.jpg
Nectarine Pie,,,,8,1 to 9 - inch pie,"⅔ cup white sugar, 4 tablespoons all-purpose flour, ½ teaspoon ground cinnamon, 1 cup heavy whipping cream, ¼ teaspoon almond extract, 5 nectarines, 1 (9 inch) unbaked pie shell","Preheat oven to 400 degrees F (205 degrees C). Place a large pot of water over high heat, and bring to a boil.
Combine sugar, flour, cinnamon, heavy cream and almond extract. Set aside.
Place the nectarines in boiling water for 30 to 45 seconds. Immediately place nectarines under cold running water and remove skins. Cut nectarines in half and remove pits. Place halves in the pie shell with the cut side down. Pour the cream mixture around the nectarines.
Bake at 400 degrees F (205 degrees C) for 35 to 40 minutes. Good served warm or cold.",4.4,https://www.allrecipes.com/recipe/12392/nectarine-pie/,/Desserts/Pies/Custard and Cream Pies/,"Total Fat 19g 24%, Saturated Fat 9g 44%, Cholesterol 41mg 14%, Sodium 128mg 6%, Total Carbohydrate 40g 14%, Dietary Fiber 3g 9%, Total Sugars 23g, Protein 3g, Vitamin C 5mg 24%, Calcium 29mg 2%, Iron 1mg 6%, Potassium 213mg 5%","Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/hsYS9QybVdM2EaExavt6N55_c-k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/251182-0ad6eb81e54244feadce4ee2be865831.jpg
Apple and Nectarine Pie,30 mins,1 hrs,2 hrs 30 mins,8,1 9-inch pie," cooking spray, 4 apples - peeled, cored and sliced, peel reserved, ½ cup white sugar, ½ cup light brown sugar, ½ cup water, ¼ cup brandy, 1 teaspoon ground cinnamon, 1 teaspoon vanilla extract, 1 pastry for 9-inch double-crust pie, ½ (8.5 ounce) package corn muffin mix (such as Jiffy®), ¼ cup milk, 4 nectarines, peeled and sliced","Preheat oven to 425 degrees F (220 degrees C). Grease a 9-inch deep-dish pie plate.
Combine apple peels, white sugar, brown sugar, water, brandy, cinnamon, and vanilla extract in a saucepan; bring to a boil. Reduce temperature and simmer until fragrant, about 5 minutes. Remove apple peels with a fork.
Roll 1 crust into a 12-inch circle; place in the prepared pie plate. Roll out second crust into a 10-inch circle. Cut a few slits in the center to vent steam.
Mix corn muffin mix and milk in a bowl. Pour into pie plate.
Bake in the preheated oven for 5 to 8 minutes. Remove from oven. Layer apple slices and nectarine slices on top. Pour sugar mixture slowly over fruit; cover with second crust. Press crusts together to seal; flute edges.
Bake in the preheated oven for 10 minutes. Reduce heat to 350 degrees F (175 degrees C). Continue baking until top crust is golden brown, 35 to 45 minutes. Let cool to room temperature before slicing, about 1 hour.",4.5,https://www.allrecipes.com/recipe/259034/apple-and-nectarine-pie/,/Desserts/Pies/Pie Crusts/,"Total Fat 9g 12%, Saturated Fat 2g 12%, Cholesterol 1mg 0%, Sodium 365mg 16%, Total Carbohydrate 64g 23%, Dietary Fiber 4g 14%, Total Sugars 40g, Protein 4g, Vitamin C 7mg 35%, Calcium 69mg 5%, Iron 1mg 8%, Potassium 257mg 5%","Prep Time: 30 mins, Cook Time: 1 hrs, Additional Time: 1 hrs, Total Time: 2 hrs 30 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/9SFjTN_ooB7aHHC4xuZMhgnh3aY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8979337-3e154dd2ab1244b5a67148aa06815550.jpg
Drupey Pie,1 hrs,50 mins,1 hrs 50 mins,8,1 to 9 - inch pie,"2 cups all-purpose flour, 1 teaspoon salt, .79100000858307 cup butter, 7 tablespoons ice water, 2 cups pitted sour cherries, 3 nectarines, pitted and chopped, 3 fresh apricots, pitted and sliced, ⅝ cup turbinado sugar, 1 pinch ground cinnamon, 1 tablespoon cornstarch, 2 tablespoons all-purpose flour, 2 tablespoons butter, cut into pieces, 1 teaspoon water, 1 egg yolk","Preheat oven to 425 degrees F (220 degrees C). Place cherries, nectarines and apricots into a colander to drain off any excess liquid.
To Make Dough: In a medium bowl, combine flour and salt. Cut 3/4 cup of butter into flour mixture until it resembles coarse crumbs. Pour in one tablespoon of water at a time until the dough sticks together. Add additional water if necessary. Divide dough into two parts. Roll out one half toa circle 1/8 of an inch thick, then place in a 9 inch pie pan. Roll out the other half of the dough and cut into long strips about 1/2 inch wide. Set aside.
To Make Filling: Place the drained fruit mixture into a medium bowl, Stir in the sugar, cinnamon, cornstarch and flour; pour into the prepared pie pan. Dot with the remaining two tablespoons of butter. Arrange the pastry strips into a lattice top and crimp edges. In a small bowl, whisk together the egg yolk and teaspoon of water, and use a pastry brush to coat just the lattice strips--not the edges.
Bake in the preheated oven and bake for 25 minutes, until the crust begins to brown. Reduce the heat to 350 degrees F (175 degrees C) and bake for an additional 20 to 25 minutes. Remove from oven and let cool a bit before serving.",4.9,https://www.allrecipes.com/recipe/19869/drupey-pie/,/Desserts/Pies/Fruit Pies/Cherry Pie Recipes/,"Total Fat 22g 29%, Saturated Fat 14g 68%, Cholesterol 82mg 27%, Sodium 450mg 20%, Total Carbohydrate 53g 19%, Dietary Fiber 3g 10%, Total Sugars 23g, Protein 5g, Vitamin C 8mg 40%, Calcium 40mg 3%, Iron 2mg 12%, Potassium 301mg 6%","Prep Time: 1 hrs, Cook Time: 50 mins, Total Time: 1 hrs 50 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/Fbhmw1D6to6-0NUDX-Mp7aiG7pU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/659299-550427baa3674c86bbd27f51d38843d0.jpg
Coconut Custard Pie,10 mins,40 mins,50 mins,8,1 9-inch pie,"1 ½ cups white sugar, ½ cup butter, 2 large eggs, 2 tablespoons all-purpose flour, 1 cup milk, 1 cup flaked coconut, 1 teaspoon vanilla extract, 1 (9 inch) unbaked pie crust, 1 tablespoon flaked coconut","Preheat the oven to 350 degrees F (175 degrees C).
Beat together sugar, butter, and eggs in a large bowl with an electric mixer on low speed. Blend in flour. Mix in milk, 1/2 cup at a time. Add 1 cup coconut flakes and vanilla; mix well.
Pour filling into unbaked pie crust. Sprinkle top with 1 tablespoon coconut flakes.
Bake in the preheated oven until filling is set, 40 to 50 minutes.",3.9,https://www.allrecipes.com/recipe/12580/coconut-custard-pie-i/,/Desserts/Pies/Custard and Cream Pies/Coconut Pie Recipes/,"Total Fat 24g 30%, Saturated Fat 13g 63%, Cholesterol 79mg 26%, Sodium 257mg 11%, Total Carbohydrate 56g 20%, Dietary Fiber 2g 7%, Total Sugars 43g, Protein 5g, Vitamin C 0mg 1%, Calcium 50mg 4%, Iron 1mg 6%, Potassium 119mg 3%","Prep Time: 10 mins, Cook Time: 40 mins, Total Time: 50 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/C8wyNPQ7ILUI_--YRfoPfRzgiSQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6577978-ffb7030ca14f4faf81ffd10cf9374cf3.jpg
Impossible Coconut Pie,10 mins,40 mins,55 mins,8,1 9-inch pie,"2 cups milk, ¾ cup white sugar, ½ cup baking mix, ¼ cup unsalted butter, softened, 4 large eggs, 1 ½ teaspoons vanilla extract, 1 cup flaked coconut (Optional)","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch pie plate.
Combine milk, sugar, baking mix, butter, eggs, and vanilla in blender; blend on low speed for 3 minutes. Pour into the prepared pie plate and let stand for 5 minutes. Sprinkle coconut over top.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 40 minutes. Serve warm.",4.5,https://www.allrecipes.com/recipe/12161/impossible-coconut-pie-i/,/Desserts/Pies/,"Total Fat 12g 16%, Saturated Fat 8g 38%, Cholesterol 113mg 38%, Sodium 272mg 12%, Total Carbohydrate 32g 12%, Dietary Fiber 1g 3%, Total Sugars 26g, Protein 6g, Vitamin C 0mg 1%, Calcium 89mg 7%, Iron 1mg 5%, Potassium 171mg 4%","Prep Time: 10 mins, Cook Time: 40 mins, Additional Time: 5 mins, Total Time: 55 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/d_BIQusX_hgUY_zV4vcY90jAlFg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/260461-e11bb4ea892d408294b1e2a0c98be307.jpg
Coconut Pie,,,,8,1 -9-inch pie,"1 cup white sugar, 2 tablespoons all-purpose flour, ½ cup butter, 3 eggs, 1 teaspoon vanilla extract, 1 cup milk, 1 cup flaked coconut, 1 recipe pastry for a 9 inch single crust pie","Mix flour with sugar. Cream in butter and eggs. Mix in vanilla and milk until well combined. Fold in coconut. Pour into prepared pie crust.
Bake at 300 degrees F (150 degrees C) for one hour. Cool completely before cutting.",4.5,https://www.allrecipes.com/recipe/12506/coconut-pie/,/Desserts/Pies/,"Total Fat 24g 31%, Saturated Fat 13g 63%, Cholesterol 103mg 34%, Sodium 264mg 11%, Total Carbohydrate 43g 16%, Dietary Fiber 2g 6%, Total Sugars 30g, Protein 5g, Vitamin C 0mg 1%, Calcium 53mg 4%, Iron 1mg 7%, Potassium 125mg 3%","Servings: 8, Yield: 1 -9-inch pie",https://www.allrecipes.com/thmb/NPnAVlQNN2XdfuMSWUr_GFyZN6U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5071959-b29a5a595e5149d58f52bd81e07ee75b.jpg
Coconut Cream Pie I,15 mins,,1 hrs 15 mins,8,1 to 9 - inch pie,"1 (9 inch) pie shell, baked, 1 (5 ounce) package instant vanilla pudding mix, 1 ½ cups milk, 1 ½ cups flaked coconut, 1 (8 ounce) container frozen whipped topping, thawed","In a large bowl, combine the pudding mix and milk until the pudding mixture thickens. Fold 1 cup of coconut and half of the nondairy whipped topping into the pudding. Pour the combination into the prepared pie crust.
Spread the remainder of the nondairy whipped topping on top of the pie. Sprinkle with the remainder of the coconut. Refrigerate, and serve chilled.",4.7,https://www.allrecipes.com/recipe/12110/coconut-cream-pie-i/,/Desserts/Pies/No-Bake Pie Recipes/,"Total Fat 20g 25%, Saturated Fat 12g 62%, Cholesterol 4mg 1%, Sodium 439mg 19%, Total Carbohydrate 43g 16%, Dietary Fiber 2g 6%, Total Sugars 27g, Protein 4g, Vitamin C 0mg 1%, Calcium 61mg 5%, Iron 1mg 5%, Potassium 141mg 3%","Prep Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/iQd0oHDjuDtX0ku38qcbhzjLC2g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1066271-0e5c14dffc68498f824273c6763999a8.jpg
